"","date","month","weekday","time","flow","holiday"
"1110",2019-02-16,"02","Samstag","05",72,0
"1111",2019-02-16,"02","Samstag","06",149,0
"1112",2019-02-16,"02","Samstag","07",191,0
"1113",2019-02-16,"02","Samstag","08",320,0
"1114",2019-02-16,"02","Samstag","09",548,0
"1115",2019-02-16,"02","Samstag","10",657,0
"1116",2019-02-16,"02","Samstag","11",741,0
"1117",2019-02-16,"02","Samstag","12",727,0
"1118",2019-02-16,"02","Samstag","13",836,0
"1119",2019-02-16,"02","Samstag","14",827,0
"1120",2019-02-16,"02","Samstag","15",859,0
"1121",2019-02-16,"02","Samstag","16",887,0
"1122",2019-02-16,"02","Samstag","17",814,0
"1123",2019-02-16,"02","Samstag","18",700,0
"1124",2019-02-16,"02","Samstag","19",461,0
"1125",2019-02-16,"02","Samstag","20",347,0
"1126",2019-02-16,"02","Samstag","21",311,0
"1127",2019-02-16,"02","Samstag","22",384,0
"1128",2019-02-16,"02","Samstag","23",316,0
"1129",2019-02-17,"02","Sonntag","00",184,0
"1130",2019-02-17,"02","Sonntag","01",129,0
"1131",2019-02-17,"02","Sonntag","02",87,0
"1132",2019-02-17,"02","Sonntag","03",76,0
"1133",2019-02-17,"02","Sonntag","04",56,0
"1134",2019-02-17,"02","Sonntag","05",46,0
"1135",2019-02-17,"02","Sonntag","06",83,0
"1136",2019-02-17,"02","Sonntag","07",138,0
"1137",2019-02-17,"02","Sonntag","08",170,0
"1138",2019-02-17,"02","Sonntag","09",313,0
"1139",2019-02-17,"02","Sonntag","10",423,0
"1140",2019-02-17,"02","Sonntag","11",555,0
"1141",2019-02-17,"02","Sonntag","12",680,0
"1142",2019-02-17,"02","Sonntag","13",772,0
"1143",2019-02-17,"02","Sonntag","14",964,0
"1144",2019-02-17,"02","Sonntag","15",956,0
"1145",2019-02-17,"02","Sonntag","16",949,0
"1146",2019-02-17,"02","Sonntag","17",865,0
"1147",2019-02-17,"02","Sonntag","18",770,0
"1148",2019-02-17,"02","Sonntag","19",499,0
"1149",2019-02-17,"02","Sonntag","20",358,0
"1150",2019-02-17,"02","Sonntag","21",322,0
"1151",2019-02-17,"02","Sonntag","22",219,0
"1152",2019-02-17,"02","Sonntag","23",137,0
"1153",2019-02-18,"02","Montag","00",50,0
"1154",2019-02-18,"02","Montag","01",25,0
"1155",2019-02-18,"02","Montag","02",13,0
"1156",2019-02-18,"02","Montag","03",25,0
"1157",2019-02-18,"02","Montag","04",38,0
"1158",2019-02-18,"02","Montag","05",173,0
"1159",2019-02-18,"02","Montag","06",788,0
"1160",2019-02-18,"02","Montag","07",1139,0
"1161",2019-02-18,"02","Montag","08",943,0
"1162",2019-02-18,"02","Montag","09",681,0
"1163",2019-02-18,"02","Montag","10",661,0
"1164",2019-02-18,"02","Montag","11",666,0
"1165",2019-02-18,"02","Montag","12",645,0
"1166",2019-02-18,"02","Montag","13",752,0
"1167",2019-02-18,"02","Montag","14",739,0
"1168",2019-02-18,"02","Montag","15",789,0
"1169",2019-02-18,"02","Montag","16",1000,0
"1170",2019-02-18,"02","Montag","17",1132,0
"1171",2019-02-18,"02","Montag","18",984,0
"1172",2019-02-18,"02","Montag","19",545,0
"1173",2019-02-18,"02","Montag","20",363,0
"1174",2019-02-18,"02","Montag","21",293,0
"1175",2019-02-18,"02","Montag","22",247,0
"1176",2019-02-18,"02","Montag","23",166,0
"1177",2019-02-19,"02","Dienstag","00",59,0
"1178",2019-02-19,"02","Dienstag","01",47,0
"1179",2019-02-19,"02","Dienstag","02",22,0
"1180",2019-02-19,"02","Dienstag","03",25,0
"1181",2019-02-19,"02","Dienstag","04",39,0
"1182",2019-02-19,"02","Dienstag","05",188,0
"1183",2019-02-19,"02","Dienstag","06",874,0
"1184",2019-02-19,"02","Dienstag","07",1198,0
"1185",2019-02-19,"02","Dienstag","08",1034,0
"1186",2019-02-19,"02","Dienstag","09",774,0
"1187",2019-02-19,"02","Dienstag","10",721,0
"1188",2019-02-19,"02","Dienstag","11",744,0
"1189",2019-02-19,"02","Dienstag","12",649,0
"1190",2019-02-19,"02","Dienstag","13",800,0
"1191",2019-02-19,"02","Dienstag","14",734,0
"1192",2019-02-19,"02","Dienstag","15",811,0
"1193",2019-02-19,"02","Dienstag","16",1036,0
"1194",2019-02-19,"02","Dienstag","17",1196,0
"1195",2019-02-19,"02","Dienstag","18",991,0
"1196",2019-02-19,"02","Dienstag","19",611,0
"1197",2019-02-19,"02","Dienstag","20",431,0
"1198",2019-02-19,"02","Dienstag","21",366,0
"1199",2019-02-19,"02","Dienstag","22",264,0
"1200",2019-02-19,"02","Dienstag","23",196,0
"1201",2019-02-20,"02","Mittwoch","00",93,0
"1202",2019-02-20,"02","Mittwoch","01",55,0
"1203",2019-02-20,"02","Mittwoch","02",22,0
"1204",2019-02-20,"02","Mittwoch","03",24,0
"1205",2019-02-20,"02","Mittwoch","04",37,0
"1206",2019-02-20,"02","Mittwoch","05",185,0
"1207",2019-02-20,"02","Mittwoch","06",821,0
"1208",2019-02-20,"02","Mittwoch","07",1121,0
"1209",2019-02-20,"02","Mittwoch","08",1060,0
"1210",2019-02-20,"02","Mittwoch","09",761,0
"1211",2019-02-20,"02","Mittwoch","10",691,0
"1212",2019-02-20,"02","Mittwoch","11",729,0
"1213",2019-02-20,"02","Mittwoch","12",682,0
"1214",2019-02-20,"02","Mittwoch","13",750,0
"1215",2019-02-20,"02","Mittwoch","14",759,0
"1216",2019-02-20,"02","Mittwoch","15",823,0
"1217",2019-02-20,"02","Mittwoch","16",1050,0
"1218",2019-02-20,"02","Mittwoch","17",1197,0
"1219",2019-02-20,"02","Mittwoch","18",1042,0
"1220",2019-02-20,"02","Mittwoch","19",611,0
"1221",2019-02-20,"02","Mittwoch","20",423,0
"1222",2019-02-20,"02","Mittwoch","21",359,0
"1223",2019-02-20,"02","Mittwoch","22",293,0
"1224",2019-02-20,"02","Mittwoch","23",192,0
"1225",2019-02-21,"02","Donnerstag","00",62,0
"1226",2019-02-21,"02","Donnerstag","01",44,0
"1227",2019-02-21,"02","Donnerstag","02",14,0
"1228",2019-02-21,"02","Donnerstag","03",29,0
"1229",2019-02-21,"02","Donnerstag","04",40,0
"1230",2019-02-21,"02","Donnerstag","05",183,0
"1231",2019-02-21,"02","Donnerstag","06",789,0
"1232",2019-02-21,"02","Donnerstag","07",1152,0
"1233",2019-02-21,"02","Donnerstag","08",1087,0
"1234",2019-02-21,"02","Donnerstag","09",787,0
"1235",2019-02-21,"02","Donnerstag","10",692,0
"1236",2019-02-21,"02","Donnerstag","11",754,0
"1237",2019-02-21,"02","Donnerstag","12",724,0
"1238",2019-02-21,"02","Donnerstag","13",770,0
"1239",2019-02-21,"02","Donnerstag","14",826,0
"1240",2019-02-21,"02","Donnerstag","15",892,0
"1241",2019-02-21,"02","Donnerstag","16",1032,0
"1242",2019-02-21,"02","Donnerstag","17",1241,0
"1243",2019-02-21,"02","Donnerstag","18",1083,0
"1244",2019-02-21,"02","Donnerstag","19",633,0
"1245",2019-02-21,"02","Donnerstag","20",445,0
"1246",2019-02-21,"02","Donnerstag","21",387,0
"1247",2019-02-21,"02","Donnerstag","22",377,0
"1248",2019-02-21,"02","Donnerstag","23",212,0
"1249",2019-02-22,"02","Freitag","00",100,0
"1250",2019-02-22,"02","Freitag","01",56,0
"1251",2019-02-22,"02","Freitag","02",36,0
"1252",2019-02-22,"02","Freitag","03",30,0
"1253",2019-02-22,"02","Freitag","04",57,0
"1254",2019-02-22,"02","Freitag","05",178,0
"1255",2019-02-22,"02","Freitag","06",751,0
"1256",2019-02-22,"02","Freitag","07",1059,0
"1257",2019-02-22,"02","Freitag","08",999,0
"1258",2019-02-22,"02","Freitag","09",786,0
"1259",2019-02-22,"02","Freitag","10",685,0
"1260",2019-02-22,"02","Freitag","11",762,0
"1261",2019-02-22,"02","Freitag","12",758,0
"1262",2019-02-22,"02","Freitag","13",752,0
"1263",2019-02-22,"02","Freitag","14",816,0
"1264",2019-02-22,"02","Freitag","15",855,0
"1265",2019-02-22,"02","Freitag","16",1130,0
"1266",2019-02-22,"02","Freitag","17",1140,0
"1267",2019-02-22,"02","Freitag","18",988,0
"1268",2019-02-22,"02","Freitag","19",619,0
"1269",2019-02-22,"02","Freitag","20",451,0
"1270",2019-02-22,"02","Freitag","21",356,0
"1271",2019-02-22,"02","Freitag","22",361,0
"1272",2019-02-22,"02","Freitag","23",312,0
"1273",2019-02-23,"02","Samstag","00",210,0
"1274",2019-02-23,"02","Samstag","01",142,0
"1275",2019-02-23,"02","Samstag","02",82,0
"1276",2019-02-23,"02","Samstag","03",81,0
"1277",2019-02-23,"02","Samstag","04",64,0
"1278",2019-02-23,"02","Samstag","05",75,0
"1279",2019-02-23,"02","Samstag","06",144,0
"1280",2019-02-23,"02","Samstag","07",235,0
"1281",2019-02-23,"02","Samstag","08",382,0
"1282",2019-02-23,"02","Samstag","09",610,0
"1283",2019-02-23,"02","Samstag","10",656,0
"1284",2019-02-23,"02","Samstag","11",727,0
"1285",2019-02-23,"02","Samstag","12",759,0
"1286",2019-02-23,"02","Samstag","13",858,0
"1287",2019-02-23,"02","Samstag","14",904,0
"1288",2019-02-23,"02","Samstag","15",873,0
"1289",2019-02-23,"02","Samstag","16",913,0
"1290",2019-02-23,"02","Samstag","17",884,0
"1291",2019-02-23,"02","Samstag","18",1002,0
"1292",2019-02-23,"02","Samstag","19",524,0
"1293",2019-02-23,"02","Samstag","20",423,0
"1294",2019-02-23,"02","Samstag","21",351,0
"1295",2019-02-23,"02","Samstag","22",369,0
"1296",2019-02-23,"02","Samstag","23",314,0
"1297",2019-02-24,"02","Sonntag","00",231,0
"1298",2019-02-24,"02","Sonntag","01",136,0
"1299",2019-02-24,"02","Sonntag","02",91,0
"1300",2019-02-24,"02","Sonntag","03",75,0
"1301",2019-02-24,"02","Sonntag","04",68,0
"1302",2019-02-24,"02","Sonntag","05",66,0
"1303",2019-02-24,"02","Sonntag","06",73,0
"1304",2019-02-24,"02","Sonntag","07",109,0
"1305",2019-02-24,"02","Sonntag","08",227,0
"1306",2019-02-24,"02","Sonntag","09",409,0
"1307",2019-02-24,"02","Sonntag","10",545,0
"1308",2019-02-24,"02","Sonntag","11",664,0
"1309",2019-02-24,"02","Sonntag","12",787,0
"1310",2019-02-24,"02","Sonntag","13",849,0
"1311",2019-02-24,"02","Sonntag","14",1012,0
"1312",2019-02-24,"02","Sonntag","15",1025,0
"1313",2019-02-24,"02","Sonntag","16",1059,0
"1314",2019-02-24,"02","Sonntag","17",1020,0
"1315",2019-02-24,"02","Sonntag","18",742,0
"1316",2019-02-24,"02","Sonntag","19",493,0
"1317",2019-02-24,"02","Sonntag","20",392,0
"1318",2019-02-24,"02","Sonntag","21",331,0
"1319",2019-02-24,"02","Sonntag","22",189,0
"1320",2019-02-24,"02","Sonntag","23",130,0
"1321",2019-02-25,"02","Montag","00",52,0
"1322",2019-02-25,"02","Montag","01",31,0
"1323",2019-02-25,"02","Montag","02",15,0
"1324",2019-02-25,"02","Montag","03",10,0
"1325",2019-02-25,"02","Montag","04",52,0
"1326",2019-02-25,"02","Montag","05",216,0
"1327",2019-02-25,"02","Montag","06",922,0
"1328",2019-02-25,"02","Montag","07",1307,0
"1329",2019-02-25,"02","Montag","08",1213,0
"1330",2019-02-25,"02","Montag","09",785,0
"1331",2019-02-25,"02","Montag","10",697,0
"1332",2019-02-25,"02","Montag","11",738,0
"1333",2019-02-25,"02","Montag","12",678,0
"1334",2019-02-25,"02","Montag","13",767,0
"1335",2019-02-25,"02","Montag","14",812,0
"1336",2019-02-25,"02","Montag","15",913,0
"1337",2019-02-25,"02","Montag","16",1095,0
"1338",2019-02-25,"02","Montag","17",1339,0
"1339",2019-02-25,"02","Montag","18",1151,0
"1340",2019-02-25,"02","Montag","19",654,0
"1341",2019-02-25,"02","Montag","20",409,0
"1342",2019-02-25,"02","Montag","21",343,0
"1343",2019-02-25,"02","Montag","22",273,0
"1344",2019-02-25,"02","Montag","23",157,0
"1345",2019-02-26,"02","Dienstag","00",54,0
"1346",2019-02-26,"02","Dienstag","01",47,0
"1347",2019-02-26,"02","Dienstag","02",10,0
"1348",2019-02-26,"02","Dienstag","03",18,0
"1349",2019-02-26,"02","Dienstag","04",57,0
"1350",2019-02-26,"02","Dienstag","05",234,0
"1351",2019-02-26,"02","Dienstag","06",943,0
"1352",2019-02-26,"02","Dienstag","07",1295,0
"1353",2019-02-26,"02","Dienstag","08",1330,0
"1354",2019-02-26,"02","Dienstag","09",856,0
"1355",2019-02-26,"02","Dienstag","10",764,0
"1356",2019-02-26,"02","Dienstag","11",829,0
"1357",2019-02-26,"02","Dienstag","12",778,0
"1358",2019-02-26,"02","Dienstag","13",795,0
"1359",2019-02-26,"02","Dienstag","14",851,0
"1360",2019-02-26,"02","Dienstag","15",929,0
"1361",2019-02-26,"02","Dienstag","16",1120,0
"1362",2019-02-26,"02","Dienstag","17",1360,0
"1363",2019-02-26,"02","Dienstag","18",1193,0
"1364",2019-02-26,"02","Dienstag","19",709,0
"1365",2019-02-26,"02","Dienstag","20",457,0
"1366",2019-02-26,"02","Dienstag","21",397,0
"1367",2019-02-26,"02","Dienstag","22",377,0
"1368",2019-02-26,"02","Dienstag","23",211,0
"1369",2019-02-27,"02","Mittwoch","00",84,0
"1370",2019-02-27,"02","Mittwoch","01",48,0
"1371",2019-02-27,"02","Mittwoch","02",22,0
"1372",2019-02-27,"02","Mittwoch","03",24,0
"1373",2019-02-27,"02","Mittwoch","04",51,0
"1374",2019-02-27,"02","Mittwoch","05",196,0
"1375",2019-02-27,"02","Mittwoch","06",905,0
"1376",2019-02-27,"02","Mittwoch","07",1342,0
"1377",2019-02-27,"02","Mittwoch","08",1274,0
"1378",2019-02-27,"02","Mittwoch","09",848,0
"1379",2019-02-27,"02","Mittwoch","10",750,0
"1380",2019-02-27,"02","Mittwoch","11",884,0
"1381",2019-02-27,"02","Mittwoch","12",843,0
"1382",2019-02-27,"02","Mittwoch","13",888,0
"1383",2019-02-27,"02","Mittwoch","14",848,0
"1384",2019-02-27,"02","Mittwoch","15",970,0
"1385",2019-02-27,"02","Mittwoch","16",1136,0
"1386",2019-02-27,"02","Mittwoch","17",1367,0
"1387",2019-02-27,"02","Mittwoch","18",1203,0
"1388",2019-02-27,"02","Mittwoch","19",760,0
"1389",2019-02-27,"02","Mittwoch","20",476,0
"1390",2019-02-27,"02","Mittwoch","21",430,0
"1391",2019-02-27,"02","Mittwoch","22",368,0
"1392",2019-02-27,"02","Mittwoch","23",258,0
"1393",2019-02-28,"02","Donnerstag","00",70,0
"1394",2019-02-28,"02","Donnerstag","01",60,0
"1395",2019-02-28,"02","Donnerstag","02",27,0
"1396",2019-02-28,"02","Donnerstag","03",31,0
"1397",2019-02-28,"02","Donnerstag","04",38,0
"1398",2019-02-28,"02","Donnerstag","05",219,0
"1399",2019-02-28,"02","Donnerstag","06",958,0
"1400",2019-02-28,"02","Donnerstag","07",1315,0
"1401",2019-02-28,"02","Donnerstag","08",1299,0
"1402",2019-02-28,"02","Donnerstag","09",839,0
"1403",2019-02-28,"02","Donnerstag","10",765,0
"1404",2019-02-28,"02","Donnerstag","11",796,0
"1405",2019-02-28,"02","Donnerstag","12",786,0
"1406",2019-02-28,"02","Donnerstag","13",843,0
"1407",2019-02-28,"02","Donnerstag","14",857,0
"1408",2019-02-28,"02","Donnerstag","15",1022,0
"1409",2019-02-28,"02","Donnerstag","16",1230,0
"1410",2019-02-28,"02","Donnerstag","17",1268,0
"1411",2019-02-28,"02","Donnerstag","18",1200,0
"1412",2019-02-28,"02","Donnerstag","19",728,0
"1413",2019-02-28,"02","Donnerstag","20",520,0
"1414",2019-02-28,"02","Donnerstag","21",490,0
"1415",2019-02-28,"02","Donnerstag","22",426,0
"1416",2019-02-28,"02","Donnerstag","23",294,0
"1417",2019-03-01,"03","Freitag","00",139,0
"1418",2019-03-01,"03","Freitag","01",82,0
"1419",2019-03-01,"03","Freitag","02",35,0
"1420",2019-03-01,"03","Freitag","03",30,0
"1421",2019-03-01,"03","Freitag","04",67,0
"1422",2019-03-01,"03","Freitag","05",207,0
"1423",2019-03-01,"03","Freitag","06",840,0
"1424",2019-03-01,"03","Freitag","07",1212,0
"1425",2019-03-01,"03","Freitag","08",1213,0
"1426",2019-03-01,"03","Freitag","09",813,0
"1427",2019-03-01,"03","Freitag","10",803,0
"1428",2019-03-01,"03","Freitag","11",859,0
"1429",2019-03-01,"03","Freitag","12",800,0
"1430",2019-03-01,"03","Freitag","13",802,0
"1431",2019-03-01,"03","Freitag","14",857,0
"1432",2019-03-01,"03","Freitag","15",970,0
"1433",2019-03-01,"03","Freitag","16",1210,0
"1434",2019-03-01,"03","Freitag","17",1260,0
"1435",2019-03-01,"03","Freitag","18",1107,0
"1436",2019-03-01,"03","Freitag","19",692,0
"1437",2019-03-01,"03","Freitag","20",450,0
"1438",2019-03-01,"03","Freitag","21",409,0
"1439",2019-03-01,"03","Freitag","22",401,0
"1440",2019-03-01,"03","Freitag","23",313,0
"1441",2019-03-02,"03","Samstag","00",236,0
"1442",2019-03-02,"03","Samstag","01",151,0
"1443",2019-03-02,"03","Samstag","02",119,0
"1444",2019-03-02,"03","Samstag","03",73,0
"1445",2019-03-02,"03","Samstag","04",93,0
"1446",2019-03-02,"03","Samstag","05",106,0
"1447",2019-03-02,"03","Samstag","06",175,0
"1448",2019-03-02,"03","Samstag","07",255,0
"1449",2019-03-02,"03","Samstag","08",441,0
"1450",2019-03-02,"03","Samstag","09",630,0
"1451",2019-03-02,"03","Samstag","10",708,0
"1452",2019-03-02,"03","Samstag","11",782,0
"1453",2019-03-02,"03","Samstag","12",851,0
"1454",2019-03-02,"03","Samstag","13",794,0
"1455",2019-03-02,"03","Samstag","14",912,0
"1456",2019-03-02,"03","Samstag","15",811,0
"1457",2019-03-02,"03","Samstag","16",912,0
"1458",2019-03-02,"03","Samstag","17",917,0
"1459",2019-03-02,"03","Samstag","18",814,0
"1460",2019-03-02,"03","Samstag","19",481,0
"1461",2019-03-02,"03","Samstag","20",379,0
"1462",2019-03-02,"03","Samstag","21",337,0
"1463",2019-03-02,"03","Samstag","22",417,0
"1464",2019-03-02,"03","Samstag","23",369,0
"1465",2019-03-03,"03","Sonntag","00",245,0
"1466",2019-03-03,"03","Sonntag","01",147,0
"1467",2019-03-03,"03","Sonntag","02",139,0
"1468",2019-03-03,"03","Sonntag","03",85,0
"1469",2019-03-03,"03","Sonntag","04",73,0
"1470",2019-03-03,"03","Sonntag","05",63,0
"1471",2019-03-03,"03","Sonntag","06",103,0
"1472",2019-03-03,"03","Sonntag","07",106,0
"1473",2019-03-03,"03","Sonntag","08",235,0
"1474",2019-03-03,"03","Sonntag","09",416,0
"1475",2019-03-03,"03","Sonntag","10",549,0
"1476",2019-03-03,"03","Sonntag","11",661,0
"1477",2019-03-03,"03","Sonntag","12",789,0
"1478",2019-03-03,"03","Sonntag","13",883,0
"1479",2019-03-03,"03","Sonntag","14",897,0
"1480",2019-03-03,"03","Sonntag","15",1018,0
"1481",2019-03-03,"03","Sonntag","16",928,0
"1482",2019-03-03,"03","Sonntag","17",923,0
"1483",2019-03-03,"03","Sonntag","18",751,0
"1484",2019-03-03,"03","Sonntag","19",474,0
"1485",2019-03-03,"03","Sonntag","20",347,0
"1486",2019-03-03,"03","Sonntag","21",307,0
"1487",2019-03-03,"03","Sonntag","22",199,0
"1488",2019-03-03,"03","Sonntag","23",115,0
"1489",2019-03-04,"03","Montag","00",56,0
"1490",2019-03-04,"03","Montag","01",28,0
"1491",2019-03-04,"03","Montag","02",16,0
"1492",2019-03-04,"03","Montag","03",17,0
"1493",2019-03-04,"03","Montag","04",54,0
"1494",2019-03-04,"03","Montag","05",211,0
"1495",2019-03-04,"03","Montag","06",944,0
"1496",2019-03-04,"03","Montag","07",1386,0
"1497",2019-03-04,"03","Montag","08",1243,0
"1498",2019-03-04,"03","Montag","09",771,0
"1499",2019-03-04,"03","Montag","10",651,0
"1500",2019-03-04,"03","Montag","11",722,0
"1501",2019-03-04,"03","Montag","12",675,0
"1502",2019-03-04,"03","Montag","13",743,0
"1503",2019-03-04,"03","Montag","14",775,0
"1504",2019-03-04,"03","Montag","15",852,0
"1505",2019-03-04,"03","Montag","16",1109,0
"1506",2019-03-04,"03","Montag","17",1283,0
"1507",2019-03-04,"03","Montag","18",1060,0
"1508",2019-03-04,"03","Montag","19",631,0
"1509",2019-03-04,"03","Montag","20",401,0
"1510",2019-03-04,"03","Montag","21",360,0
"1511",2019-03-04,"03","Montag","22",279,0
"1512",2019-03-04,"03","Montag","23",185,0
"1513",2019-03-05,"03","Dienstag","00",65,0
"1514",2019-03-05,"03","Dienstag","01",48,0
"1515",2019-03-05,"03","Dienstag","02",25,0
"1516",2019-03-05,"03","Dienstag","03",20,0
"1517",2019-03-05,"03","Dienstag","04",55,0
"1518",2019-03-05,"03","Dienstag","05",204,0
"1519",2019-03-05,"03","Dienstag","06",995,0
"1520",2019-03-05,"03","Dienstag","07",1315,0
"1521",2019-03-05,"03","Dienstag","08",1318,0
"1522",2019-03-05,"03","Dienstag","09",907,0
"1523",2019-03-05,"03","Dienstag","10",784,0
"1524",2019-03-05,"03","Dienstag","11",849,0
"1525",2019-03-05,"03","Dienstag","12",796,0
"1526",2019-03-05,"03","Dienstag","13",789,0
"1527",2019-03-05,"03","Dienstag","14",833,0
"1528",2019-03-05,"03","Dienstag","15",882,0
"1529",2019-03-05,"03","Dienstag","16",1170,0
"1530",2019-03-05,"03","Dienstag","17",1281,0
"1531",2019-03-05,"03","Dienstag","18",1202,0
"1532",2019-03-05,"03","Dienstag","19",701,0
"1533",2019-03-05,"03","Dienstag","20",475,0
"1534",2019-03-05,"03","Dienstag","21",412,0
"1535",2019-03-05,"03","Dienstag","22",365,0
"1536",2019-03-05,"03","Dienstag","23",210,0
"1537",2019-03-06,"03","Mittwoch","00",80,1
"1538",2019-03-06,"03","Mittwoch","01",51,1
"1539",2019-03-06,"03","Mittwoch","02",20,1
"1540",2019-03-06,"03","Mittwoch","03",28,1
"1541",2019-03-06,"03","Mittwoch","04",53,1
"1542",2019-03-06,"03","Mittwoch","05",211,1
"1543",2019-03-06,"03","Mittwoch","06",915,1
"1544",2019-03-06,"03","Mittwoch","07",1339,1
"1545",2019-03-06,"03","Mittwoch","08",1244,1
"1546",2019-03-06,"03","Mittwoch","09",841,1
"1547",2019-03-06,"03","Mittwoch","10",764,1
"1548",2019-03-06,"03","Mittwoch","11",760,1
"1549",2019-03-06,"03","Mittwoch","12",867,1
"1550",2019-03-06,"03","Mittwoch","13",830,1
"1551",2019-03-06,"03","Mittwoch","14",839,1
"1552",2019-03-06,"03","Mittwoch","15",864,1
"1553",2019-03-06,"03","Mittwoch","16",1141,1
"1554",2019-03-06,"03","Mittwoch","17",1296,1
"1555",2019-03-06,"03","Mittwoch","18",1224,1
"1556",2019-03-06,"03","Mittwoch","19",751,1
"1557",2019-03-06,"03","Mittwoch","20",459,1
"1558",2019-03-06,"03","Mittwoch","21",446,1
"1559",2019-03-06,"03","Mittwoch","22",399,1
"1560",2019-03-06,"03","Mittwoch","23",247,1
"1561",2019-03-07,"03","Donnerstag","00",94,0
"1562",2019-03-07,"03","Donnerstag","01",61,0
"1563",2019-03-07,"03","Donnerstag","02",28,0
"1564",2019-03-07,"03","Donnerstag","03",23,0
"1565",2019-03-07,"03","Donnerstag","04",48,0
"1566",2019-03-07,"03","Donnerstag","05",219,0
"1567",2019-03-07,"03","Donnerstag","06",926,0
"1568",2019-03-07,"03","Donnerstag","07",1298,0
"1569",2019-03-07,"03","Donnerstag","08",1349,0
"1570",2019-03-07,"03","Donnerstag","09",873,0
"1571",2019-03-07,"03","Donnerstag","10",720,0
"1572",2019-03-07,"03","Donnerstag","11",835,0
"1573",2019-03-07,"03","Donnerstag","12",769,0
"1574",2019-03-07,"03","Donnerstag","13",805,0
"1575",2019-03-07,"03","Donnerstag","14",854,0
"1576",2019-03-07,"03","Donnerstag","15",936,0
"1577",2019-03-07,"03","Donnerstag","16",1162,0
"1578",2019-03-07,"03","Donnerstag","17",1353,0
"1579",2019-03-07,"03","Donnerstag","18",1168,0
"1580",2019-03-07,"03","Donnerstag","19",735,0
"1581",2019-03-07,"03","Donnerstag","20",479,0
"1582",2019-03-07,"03","Donnerstag","21",434,0
"1583",2019-03-07,"03","Donnerstag","22",442,0
"1584",2019-03-07,"03","Donnerstag","23",300,0
"1585",2019-03-08,"03","Freitag","00",119,0
"1586",2019-03-08,"03","Freitag","01",69,0
"1587",2019-03-08,"03","Freitag","02",34,0
"1588",2019-03-08,"03","Freitag","03",34,0
"1589",2019-03-08,"03","Freitag","04",56,0
"1590",2019-03-08,"03","Freitag","05",205,0
"1591",2019-03-08,"03","Freitag","06",878,0
"1592",2019-03-08,"03","Freitag","07",1236,0
"1593",2019-03-08,"03","Freitag","08",1252,0
"1594",2019-03-08,"03","Freitag","09",919,0
"1595",2019-03-08,"03","Freitag","10",784,0
"1596",2019-03-08,"03","Freitag","11",883,0
"1597",2019-03-08,"03","Freitag","12",793,0
"1598",2019-03-08,"03","Freitag","13",855,0
"1599",2019-03-08,"03","Freitag","14",860,0
"1600",2019-03-08,"03","Freitag","15",1011,0
"1601",2019-03-08,"03","Freitag","16",1207,0
"1602",2019-03-08,"03","Freitag","17",1245,0
"1603",2019-03-08,"03","Freitag","18",1130,0
"1604",2019-03-08,"03","Freitag","19",722,0
"1605",2019-03-08,"03","Freitag","20",480,0
"1606",2019-03-08,"03","Freitag","21",417,0
"1607",2019-03-08,"03","Freitag","22",423,0
"1608",2019-03-08,"03","Freitag","23",324,0
"1609",2019-03-09,"03","Samstag","00",237,0
"1610",2019-03-09,"03","Samstag","01",167,0
"1611",2019-03-09,"03","Samstag","02",95,0
"1612",2019-03-09,"03","Samstag","03",83,0
"1613",2019-03-09,"03","Samstag","04",67,0
"1614",2019-03-09,"03","Samstag","05",90,0
"1615",2019-03-09,"03","Samstag","06",190,0
"1616",2019-03-09,"03","Samstag","07",220,0
"1617",2019-03-09,"03","Samstag","08",457,0
"1618",2019-03-09,"03","Samstag","09",664,0
"1619",2019-03-09,"03","Samstag","10",688,0
"1620",2019-03-09,"03","Samstag","11",830,0
"1621",2019-03-09,"03","Samstag","12",889,0
"1622",2019-03-09,"03","Samstag","13",846,0
"1623",2019-03-09,"03","Samstag","14",891,0
"1624",2019-03-09,"03","Samstag","15",789,0
"1625",2019-03-09,"03","Samstag","16",850,0
"1626",2019-03-09,"03","Samstag","17",807,0
"1627",2019-03-09,"03","Samstag","18",701,0
"1628",2019-03-09,"03","Samstag","19",496,0
"1629",2019-03-09,"03","Samstag","20",407,0
"1630",2019-03-09,"03","Samstag","21",360,0
"1631",2019-03-09,"03","Samstag","22",414,0
"1632",2019-03-09,"03","Samstag","23",369,0
"1633",2019-03-10,"03","Sonntag","00",269,0
"1634",2019-03-10,"03","Sonntag","01",169,0
"1635",2019-03-10,"03","Sonntag","02",124,0
"1636",2019-03-10,"03","Sonntag","03",96,0
"1637",2019-03-10,"03","Sonntag","04",65,0
"1638",2019-03-10,"03","Sonntag","05",68,0
"1639",2019-03-10,"03","Sonntag","06",70,0
"1640",2019-03-10,"03","Sonntag","07",117,0
"1641",2019-03-10,"03","Sonntag","08",225,0
"1642",2019-03-10,"03","Sonntag","09",352,0
"1643",2019-03-10,"03","Sonntag","10",481,0
"1644",2019-03-10,"03","Sonntag","11",612,0
"1645",2019-03-10,"03","Sonntag","12",621,0
"1646",2019-03-10,"03","Sonntag","13",700,0
"1647",2019-03-10,"03","Sonntag","14",755,0
"1648",2019-03-10,"03","Sonntag","15",808,0
"1649",2019-03-10,"03","Sonntag","16",756,0
